par_id,community,text,label
1599,disabled,Kano disabled farmers go from begging to sagging,1
4980,disabled,Andrew Garfield and Claire Foy in a biographical drama inspiring on a man who devotes his whole life to help patients and disabled,1
10333,hopeless,""""""" For the kids , it shows that someone loves them and cares about them to follow up , """" Principal Sherrie Gahn told the Las Vegas Sun after the taping . """" When you live in an existence where everything seems so hopeless , it 's an amazing gift they will never forget . It 's beyond their wildest dreams . """"""",1
2649,vulnerable,""""""" The Ministry continues to use the Livelihood Empowerment against Poverty programme as a vehicle to reach widows across the country and empower them to become economically independent so they can take care of themselves and their children . The progress of every society is measured by how they care for their vulnerable and poor .""",1
5690,poor-families,"This is why I believe that children of poor families must be supported. After all, students are 100% correct - education is the only tool that will remove them from the curse of poverty.",1
7091,disabled,"Shebesh , who is city woman representative , was captured by a passerby kneeling on a street in Nairobi at the weekend , and talking to a disabled man .",1
5217,poor-families,Even the miserable orphan girls in the homes of women of the government were married during the Swayamwaras. ? All exhausted sick couples live happy and have given birth to around 600 normal children. The education of some of these children of poor families is even sponsored by the trust.,1
9727,homeless,"""SM Hassan Siddiquee Pope Francis has proclaimed Mother Teresa of Kolkata a saint , hailing her as the personification of maternal love and a powerful advocate for the poor . Queen Sofia of Spain and some 1,500 homeless people also looked on as Pope Francis described Saint Teresa 's work in the slums of the Indian Metropolis as """" eloquent witness to God 's closeness to the poorest of the poor . """" There has been debates and controversies over Saint Teresa 's legacy since she ...""",1
9675,poor-families,Kadamay has also demanded that these houses be given free to poor families.,1
2189,women,"""Speaking about the launch , basketball star and Her.ie Sportswomen of the Year 2014 Gr ? inne Dwyer stated : """" I got involved because promoting women in sport and giving them every opportunity possible to perform at the highest level is something close to my heart .""",1
3379,in-need,""""""" We 're providing a million dollars to the World Food Program to deliver a thousand tonnes of rice and we 're backing that up with nearly a million dollars made available to the Red Cross to get supplies for those in need , """" he said .""",1
406,immigrant,"The vast borders of southern Libya are used as a crossing point for desperate illegal immigrants to reach Europe, due to poor safety conditions in the region.",1
6083,disabled,"Whenever the term `disabled '' is mentioned, it becomes the general perception that one is completely paralyzed or bedridden, and the deactivated are considered to be completely desperate and unable to fend for themselves. Disability is known to be caused by alteration of several subsystems of the human body. People with disabilities may suffer from visual disorders, physical disorders, intellectual disorders, mental illness and other types of chronic diseases.",1
9664,hopeless,"The fighting raged among the flames: the dazed and hungry jerusalemites wandered lost and afflicted through the burning portals. Thousands of civilians and rebels gathered on the steps of the altar, waiting to fight to the last or to die desperately. All had their throat cut by the exalted Romans as if it were a mass human sacrifice. Ten thousand Jews died in the burning temple.",1
1824,poor-families,""""""" I am climbing all these summits to raise funds which will be directed towards educating at least 1-5 girls of my age . These girls should not necessarily be picked from poor families in India but rather anywhere across the world , """" she said .""",1
4607,poor-families,"Now we want to focus on infrastructure. When we came to power in Uttar Pradesh, in the past nine only in the past nine months, we have managed to provide poor houses in rural and urban areas, electrification work is undertaken considerably, and 25 Lakh poor families have received free electrical connections that have reduced our loss of line.",1
2779,women,""""""" We have a real opportunity to accelerate the development of mobile technologies that can save lives , help women reach their potential and boost the growth of emerging economies for Britain to trade with . A more prosperous , connected and stable world is firmly in our national interest . """"""",1
7339,homeless,"""Teach kids to give back : When Kang runs summer camps with kids , she includes """" Contribution Fridays """" -- the kids work together as a team to make sandwiches for the homeless and dole out the food in shelters .""",1
4658,poor-families,""""""" As one reporter said , and pointed out rightly , you can find your phone in the back of the taxi with an app , so how do you lose a plane ? Are they actually telling us everything ? I 'm starting get a angry about the whole process and I ca n't imagine those poor families in Beijing , they 're now on unfamiliar territory and getting nothing . """"""",1
3607,women,Feed news <h> monash doc defends women,1
3541,in-need,"For many patients who need organ transplants, life is a pending game pending the call that will change their lives and eventually give them a better and longer lifespan.",1
4930,refugee,""""""" New Zealand could expand its sponsored refugee trial to accommodate those refugees with whom America has broken faith . This need not be at any particularly large cost to the Government . All the government needs to do is let caring New Zealanders help """" - see : Doing good , and doing well as a consequence .""",1
10331,poor-families,"In a mass marriage ceremony organized here , 10 couples from poor families tied nuptial knots on Friday . The ceremony organized by a socio-cultural organization ? Utkaliya Lagono Ustav Samhua , was indeed a dream come true for young men and women who could not afford the expenses of a marriage ceremony .",1
8386,vulnerable,"Sandra, six, moved to the capital, Abuja with her family. She has four brothers and sisters and her father is a taxi driver, while her mother fries and sells Akara outside the unfinished building in which they live. Her father had learned that there was money in the flourishing taxi sector of the capital and that they had left their village in search of greener pastures, only that it did not seem so green here, in the building with decrepit research where she and her brothers and sisters are left vulnerable every day while their parents take out the door to earn a living.",1
4258,hopeless,""""""" He must have thought : ' I do n't want to do this anymore ' . """" Isaac was a child beaten down and feeling hopeless .""",1
2798,homeless,"Poverty has brought thousands of Jamaicans to life in the street. They count on the mercy of passers -by for ""bread"", while the hard sidewalk they make their beds. It is estimated that more than 100,000 homeless people live in the streets in Jamaica.",1
5848,homeless,"It was about noon . The heat from the afternoon sun baked Oshodi with intensity , and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment . A young teenager sat on a fence close to the main road . At that particular time , a good number of his peers would be in school . But he was inside the scorching sun , trying to eke out a living . He eagerly hoped to see a commercial driver that would hire his services for that day . Meet Seun Fola ? jin , a 17-year-old homeless teenager who has been living underneath the bridge at Oshodi since 2011 .",1
7770,refugee,"BEIRUT , Lebanon - Film star and UN special envoy Angelina Jolie said on Wednesday she was moved at how Lebanese families were opening their homes to Syria refugees , after Beirut ruled out setting up camps for them .",1
5153,poor-families,"Bhopal : A day after Prime Minister Narendra Modi launched 21 electronic mandis across the country to help farmers sell their produce online and do away with middlemen , Madhya Pradesh chief minister Shivraj Singh Chouhan was distributing tomatoes free of cost to poor families in Vidisha , as prices crashed to all-time low , Rs 2 a kg , not enough to recover the sowing cost . Not only the tomatoes , wholesale price of onions too have plumetted to 20 to 30 paise a kg , almost negligible , in several districts including Vidisha , Neemuch and Mandsaur , where farmers can not afford even transportation cost .",1
5558,homeless,Two homeless people at a temporary shelter in London last December ( Photo : Getty ) <h> ' We can not allow struggling families to slip through the cracks created by our housing crisis ',1
6332,disabled,""""""" We just could n't believe it was such a circus , """" Derewianchuk said of a previous zoning hearing last month . """" Who said just because you 're disabled you have to live in a dive ? Why ca n't they live in a nice home ?""",1
1339,in-need,""""" ""Pacific Partnership 2018 offers an excellent opportunity for American soldiers and Sri-Lankans to serve the Sri Lankans in need and to extend our growing humanitarian partnership and in the event of a disaster,"" the American ambassador told Sri Lanka and the Maldives Atul Keshap. """" From medical clinics to free public concerts, our sailors will bring the best of America to local communities. """" """" """" "".",1
2800,vulnerable,"At the root of this issue there is a fundamental question -- how do the not-very-intelligent survive in an information-based free-market economy ? Until the Left deals with that in an honest , non-PC way , they 'll continue to fail the vulnerable .",1
486,refugee,"""Visiting the camp on Tuesday, the highest official of the migration of the European Union, Dimitris Avramopoulos, urged refugees to ignore the ruthless smugglers, saying:"" ""by following the legal path, they will one day be able to live in better conditions."" """"",1
5168,poor-families,"They earn an average of Rs 12,000 per month - they are ""not very paid"" according to standards. But employees at Ashwini Hospital from Kerala in Kerala have much larger hearts than their pay checks. The Hospital employees association launched an initiative called ""Zest of Life"", through which they built a house for a tribal family, funded dialysis for dozens of patients and even provide grocery products to poor families each month.",1
10254,poor-families,"The Archdioceses of Cebu and Vancouver in Canada hosted the ' Table of Hope ' banquet on Saturday ( January 23 ) , where poor families were also given bags containing canned sardines , one kilo of rice , and a bottle of water .",1
1363,women,"Women are generally not as competitive as men and not as motivated by the prestige of employment. We want to update but not necessarily in the same way as men. While men may want to direct conglomerates, companies and boards of directors, women generally just have a good safe job with an attractive salary. Some women occupy positions of power, but many are not interested. They don't want the hassles.",1
8745,in-need,John Cena has broken the celebrity philanthropy record at the Make A Wish Foundation officially giving 500 wishes to children in need !,1
9250,poor-families,"In June this year , Gates launched a campaign to help extremely poor families in sub-Saharan Africa by giving them 100,000 chickens .",1
913,in-need,""""""" There are people who are struggling to make ends meet and it just seems ironic that in a country like Australia where we are so blessed with so much land and so much fertile country that we 're not able to get the food to people in need . """" <h> Feeding Sydney 's west""",1
8569,disabled,"Muniba 's was n't an easy journey and yet she challenged norms and mindset and changed her adversity to an opportunity . In December last year she was named Pakistan 's first female national goodwill ambassador for gender equality and women 's empowerment by the UN and she is an active speaker for the rights of disabled people in Pakistan . In fact , she was also the first wheel chair bound model to campaign for Toni &amp; Guy Pakistan and is also brand ambassador for The Body Shop Pakistan . But above all , Muniba is a loving mother fulfilling all her responsibilities to tee . Clearly , there is no stopping her .",1
6284,disabled,Practical ways to open the doors wider for our disabled,1
6951,in-need,New start-up The monthly cois collecting funds to deploy a subscription service where women can order 100% online cotton pads and have them delivered to their door. Each purchase will see a box of stamps given to a woman in need.,1
7215,in-need,Try to give a hand to this woman in a crisis pregnancy or to this girl who had a child too early at the same speed as you judge her or make her laugh. It's not always money someone needs. It could be a shoulder or advice from someone more experienced than them.,1
5589,in-need,""""" ""We must give priority to the way we will help these people in need first when you suggest quantum,"" she added "".",1
7222,hopeless,"If that were not the case , many Kenyans would still not be existing in conditions far worse than those their forefathers fought the colonialists : They are poor and hopeless .",1
1490,women,"""Even disabled people have the rights to be beautiful. Just like other women, MEE raises dressing well and going to shop. Due to atrophy in her two legs, she must wear shoes that are made to measure, but to allow her to wear different types of fashionable shoes, she"" modifies shoes "".",1
5692,homeless,"IT 'S a busy Tuesday evening , and like Jesus issuing out fish and loaves to the multitude , Donette Prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on King Street in downtown Kingston .",1
3674,homeless,""""""" We are working with an aim to build a country where there would be no poverty , none would remain homeless , none would die without treatment , """" Sheikh Hasina said .""",1
4294,in-need,"If each Singaporean can take 15 minutes a day to help anyone in need, it would be enough as a starting point. This would arouse a revolution in our lives.",1
8036,poor-families,"Bishops with a meal with poor families on the eve of the Eucharistic International Congress (CEI) were a significant symbol. Without that, the opening mass of Sunday would have been nothing more than the ritual reverence of the Eucharist. And reverence is not enough. The papal legate Charles Maung Cardinal Bo underlined in his homily the need for Christians to ensure that the poor feel the love of Christ for them.",1
6683,disabled,"Many of my disabled patients over the years have gained strength and hope on my part when they see that I also have a handicap, but that I face. Sometimes the biggest gift I can offer to other disabled people is to show them that you can find a job.",1
672,in-need,"The UCRT manager, Dismas, parta Meitaya, said that being unable to fight for their own rights, the natives need protection.",1
494,hopeless,Can ? ? ? t help if people want to flee a beggar country and take up citizenship of a good country so that their children become educated . If they live in hopeless for ever Sri Lanka they will end up as maids and servants in prosperous India and China,1
3233,hopeless,"A few kilometers beyond Eldoret, we have exceeded hundreds, perhaps thousands, unwashed, hungry and ruffled refugees who settle unexpectedly around a small shopping center, despair and fear engraved on their faces. They fled death; Entrance towards nowhere.",1
8783,women,"What is your advice to Nigerian women ? My advice to women is that they should step forward and be bold , as stated in the UN declaration . I want women to be encouraged . Pick up something that you can advocate for . It is not all about money . It is about the people you are surrounded with . Start from your immediate community and you will get to where you want to go",1
7538,refugee,"""London - Angelia Jolie urged people to"" unite """" to ""overcome the global refugee crisis"" "". """"",1
7655,in-need,"Helping out in the community and giving back to those in need are meaningful throughout the year , but especially during the Christmas season .",1
2736,hopeless,"So let us continue on that road , oppose Tory heartlessness and make sure our streets are n't populated by the hopeless , the helpless and the tragically addicted . <h> Value our free and unique service ?",1
4184,hopeless,Columns <h> Prison : The birthplace of hopelessness,1
2929,disabled,A little funding has opened a world of pleasure for disabled children at the Mabel Princhard school in Oxford,1
6334,in-need,"Destitute , or clutching a smart-phone ? Rather than getting caught up in arguments about who is most in need , we must simply move as fast as we can to improve lives . Literally and metaphorically , we need to pull people out of the water first , and ask questions second . So if you can , sign up to be a foster carer , not just a refugee foster carer . Compassion should have no borders .",1
2449,in-need,"""Whatever your situation, being generous is a good idea. Why?"" ""The generous prospere; those who refresh the others will themselves be refreshed."" ""Proverbs 11:25, nlt."" ""And I was a constant example of how you can help those who need it by working hard.",1
9400,disabled,"Mzbel , in her acceptance speech , said a disabled person , despite his or her disability , was like every human being , even though they may be facing a physical or mental challenge one way or the other .",1
3312,immigrant,"I think that living salary will help a little more to share the booty of globalization. The reduction in the flow of immigrants will not solve the problem (with effective employment, we need it), but paying the poor / weak qualified a decent salary can help reduce the resentment they feel for so many things (elites, government, EU, foreign, immigrants).",1
10220,homeless,"Addressing the FCA on the World democracy Day , Deshapriya said he wanted even homeless people in the country to be able to participate in elections and a survey was underway to get an understanding of the numbers involved .",1
248,hopeless,""""""" Clear evidence of outstanding miraculous occurrences began to arise . The lame began to walk , hopeless cancer patients were lifted from despair ...""",1
8297,homeless,"""Some will pay the price of the R1 meal, but Sontaki and his friends will rather use a"" ""token"" ""which they have obtained from a homeless support center in the street called the Carpenter store.",1
5105,migrant,"""This movie gets a lot of slack , from a clunky script to horrific accents , but it 's an Irish immigration story that is second only to """" Gang of New York . """" It shows the cruelty and injustices that faced Irish immigrants in the cold new world and their struggle for a better life .""",1
5734,hopeless,"18 . It is the supreme task of this generation to give hope to the hopeless , strength to the weak and protection to the defenceless .",1
8054,homeless,Lady identified as Bonnie Monroe revealed that she was having dinner with her children at a restaurant in Georgia when a homeless man walked begging from table to table but he was chased away . He gave up and left the restaurant but Monroe claimed that God immediately spoke to her not to let him go so she went after him .,1
7450,hopeless,"""The project tour saw the publishers and the Governor Trekking for several kilometers. It was a demonstration of popularity as residents of the different communities and parts of the Metropolis of Port Harcourt. Welcome everywhere as the man who connected people disconnected through roads and bridges;",1
7171,hopeless,"The only force capable of arresting them is 99% poverty below. But in their poverty, they are Hausa, Yoruba, Igbo, Ijaw, Igbira, Tiv, Idoma; In their despair, they are Muslims and Christians, too ignorant to understand that these divisions do not exist in the class above their heads.",1
6474,hopeless,"Many words have been written and said about the Mercy Sisters and their contribution at Alpha . I recall the 1970s , when I worked with the Community Enterprise Organisation -- a public sector company dedicated to the establishment of co-operatives in communities -- there was an agricultural and fishing project at Pagee Beach at Port Maria in St Mary , which was being run by a reformed ' bad man ' , now deceased . True , Alpha could not reform everyone who went there , but sometimes there was a ray of light , even among those that seemed hopeless .",1
10371,disabled,"The organizing committee has also confirmed that low -income Russian citizens, including families with many children, orphans and disabled people, will be able to visit the Confederations Cup matches for free.",1
1478,disabled,"She said she has fought drug addiction , helped rehabilitate mentally ill persons and done a lot for the youth , women , the disabled and the community as a whole .",1
2278,in-need,""""""" Woke up today to see I 've reached 1M followers ! So here 's to you guys : donating 1 house to a family in need of a home in our GK Village Ave Maria , Tanay Rizal . My way to say thank you for following me and our way of giving back , """" she wrote .""",1
1975,in-need,""""" ""Brixton Music Group recognizes that the season is to bring people together and give back to those who need it, who are both made thanks to music,"" said Kelly, executive producer of Jamar, executive producer at BMG, who comes from the community of Braeton. """"",1
6241,homeless,"A lot of people just don ? ? ? t recognize the extent of what we ? ? ? re doing in the community , that there are people living with homelessness and how we ? ? ? re bringing them to a life of self-sufficiency and independence .",1
338,homeless,"Imagine being a homeless, walking in the streets of the city center of Calgary during bitterly cold evenings.",1
9673,in-need,""""" ""In Onyx, we not only care about the well -being of customers who stay with us, but also the community in which we live and work. As part of our basic"" rice ""which is inspired to make a difference and contribute to an environment rewarded by North, North, North, North, said Simon del",1
2125,poor-families,""""""" The government is implementing several schemes that would change the economic position of poor families , """" she added .""",1
7729,women,"""Speaking at the National Muslim Women Conference in Tamale under the theme , """" The Empowered Muslim , a Significant Figure for National Development """" , Madam Salami mentioned that the conference was organized to help young ladies to uncover and successfully accomplish their dreams and be able to become responsible women in future .""",1
4108,women,""""" ""We are women who worry us about how women in the world are treated and the way women behave sometimes. And for me personally, part of my burlesque journey is to use burlesque as a form to educate women and as a means for their own sexual expression."" """"",1
6337,refugee,"""Speaking of the third promoting verb, the Holy Father notes that"" ""many migrants and refugees have capacities, such as their capacity to work. It encourages a determined effort to promote the social and professional inclusion of migrants and refugees, guaranteeing all the possibility of employment, linguistic education and active citizenship.""",1
7387,in-need,I have been interested and passionate about what I can do to help better the lives of children who are less privileged . I hope to achieve my dream of creating a haven for children in need of education and proper health care .,1
9026,refugee,The global governments gathered to the United Nations have adopted a political declaration which calls for the dignity of refugees. <h> Advertising,1
3333,women,"Austin Ayemidejor , Asaba airport project director ; Speaker of the state house of assembly , Monday Igbuya and chairman of Sapele local government area , Ejaife Odebala , and others visited the scene of the fire incidents and dropped words of encouragement and promised support for the market women who lost their goods to the fire .",1
1088,vulnerable,"""to make a valuable contribution to the health sector with the support of our sponsors who , through their contributions help us to touch the lives of some of the most vulnerable in need of medical care , """" said Fong Kong .""",1
970,poor-families,Mushatt's has a story rich in Ireland where she helped thousands of poor families overcome the evils that assaulted them during the days of poverty.,1
6420,refugee,"""Homeless children are """" living like refugees in their own country """" , deprived of the ability to make choices about when they eat , and in many cases suffering high levels of anxiety about their parents ' health .""",1
6312,hopeless,"Remarkable are also the ways in which a childhood spent in Pakistan forced to do without the deadly views of the world and the desperate imagination of the future. Lives are spent under sky dotted with flying bullets, with threats to kidnap expensive beings, and at the heart of the crowded markets that explode unexpectedly. Even among the imminent dangers, we knew that there were other lives to live. And we therefore continued, vividly living - despite the noise in the background.",1
9458,hopeless,"He noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .",1
3540,refugee,""""""" Malaria strikes an astounding number of refugees , but it does n't need to """" said Chris Helfrich , the director of Nothing But Nets . """" A simple bed net can help protect mothers and children from a deadly mosquito bite-and this is the help that they desperately need . We 're so grateful to Curry and all our Nothing But Nets Champions for ensuring that we can cover this camp with life-saving bed nets . """"""",1
1421,in-need,"Due credit must be given to the celebrities , as most of them provided with monetary help the flood-affected . However , it was South Indian Actor Siddharth and Big FM Radio Jockey Balaji who are still on the field providing help directly . Siddharth has been doing rounds giving pickups and drops . While RJ Balaji has been arranging relief materials with the help of social media and providing them to the people in need .",1
1620,homeless,Shumugum was well known among the local community for her charitable deeds and missionary work to homeless people on South Beach where she and her husband Jonathan Shumugum regularly fed them .,1
9678,in-need,"This is an expression of true Lasallian and Philippin love for the nation, said Balaryan director Minmin Ponteras. He challenged the student, the faculty, the personnel and the Bashed administrator to build shelters with love and care for those who need them.",1
2072,poor-families,Children born of poor families deserve this experience only rich. We cannot expect the regulators who lie every second to research. <h> Anonymous,1
4145,refugee,"""Tusk congratulated Davutoglu and his government, saying that his visit to the camp had shown him that Turkey"" ""is an example for the whole world on how we have to deal with refugees"" "".""",1
6987,in-need,"""He said he had told his officers to """" befriend """" those in need and wanted to modernise his force as crime moved from the public sphere , such as the streets , to the private sphere , in the home and via the internet .""",1
5284,poor-families,""""" ""This group does a fantastic work and has about 3,500 street children in their care. They support very poor families in so many ways, medical centers, schools, training centers and much more, they have a 24 -hour hotline for any child who could be in danger.""",1
1908,immigrant,"Inspiration that anything is possible. You can be born in a family that does not have much, but if you have your heart and hard work, dreams can come true. People forget that this country offers you opportunities. Not all countries have this, in fact, many countries do not. Many immigrants have this obstacle that they do not go in their heads. I was raised by a single mother who worked as a maid. English is my second language and I lived below the poverty line. You must have hope and faith in yourself.",1
5983,hopeless,"Machakos Governor Alfred Mutua said he was a shame for Ukambani residents to continue to languish in the ashes of poverty, negligence and despair despite certain local leaders in high -level posts in the past.",1
4090,women,""""" ""Our team is delighted to have been able to offer these two comfort women, a new perspective on life and a house. We are now working to help 100 other people with housing from funds that we are going to raise in our next race / 5K march event on May 13,"" said Mair. """"",1
8286,hopeless,"""The New Nation Coalition (NNC) said yesterday that it was"" ""tablet with the majority of depressed Jamaicans, broken, confused and engulfed by feelings of despair during what is described as the worst Christmas for many years"" "".",1
9012,poor-families,""""" ""If I die ... I know there is one day when I die, when this day will reach, I would like me to remember having helped many children poor families to have access to a modern and quality education ... This is why I went from top to bottom so that we have good schools that offer our young people to ensure quality education, it was offered to our children"".",1
9942,in-need,""""" ""Very often, people who are most in need may not read the newspapers, access the Internet or even understand English,"" he said in Parliament last month. """" They need people who can speak to them in their language, people who strike their doors, check if they are correct and explain some of these help plans. """" """" """" """" """"",1
1760,homeless,The city is in the middle of an ambitious plan to offer leisure lessons in activities such as yoga and tai-chi to the homeless.,1
8068,hopeless,""""""" The senseless violence as well as the reign of terror by gangsters has destroyed the moral fibre of some of the communities that need to be freed from the cycle of violence and hopelessness , """" Sanco national spokesman Jabu Mahlangu said .""",1
9410,vulnerable,"She was only 26 at the time and looks like a trapped , wounded animal backed into a corner and staring straight down the barrel of a gun . The raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out for help behind tear-filled eyes .",1
6687,immigrant,""""""" There is no one who can tell immigrants they ca n't achieve a success that is rightfully theirs . Even if the goal is n't to get a degree , any other success for immigrants in this country is deserved and waiting for them to be grasped , """" says Jacqueline . """" All it takes is patience and the will to fight and move forward . No doubt in my mind any immigrant has that . """"""",1
7783,immigrant,"Trump is looking for 25 billion dollars to Border Wall, Wednesday offered the president of citizenship <h> dreamer 'Donald Trump on Wednesday for an immigration bill he will promise next week, saying that he wanted 25 billion dollars (17.6 billion pounds) to build a border wall and offer himself to the granting of citizenship to illegal immigrants who were brought to United States as a child.",1
7314,homeless,"This time, McTell interprets him with the crisis choir and the guest singer Annie Lennox as part of a project to implement homelessness. The crisis was also trained 50 years ago and operates 13 centers for more than 4,000 homeless people at Christmas today.",1
1420,homeless,""""" ""Each year, I try to make someone help me give food to homeless"", ""he continued.""",1
6113,homeless,"Jordan Bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by Christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . He said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless Jamaicans and those in need and how it continues to blossom and impact the lives of others .",1
4768,poor-families,- Coordinate with the private sector to give skimmed milk and diapers to newborns from poor families.,1
6389,homeless,"As part of the challenge, King joined two other families to help the homeless on Thanksgiving Day. She took her three children to the city center this afternoon to give a blanket, a coat and a homemade meal to the homeless families they met. She also included a bracelet and a card.",1
9345,vulnerable,"God is God Foundation (GIG), a non -governmental organization (NGO), established five years ago, and the management of widows and orphans in need, was inaugurated in Accra, with a call to Ghanaians to do more to take care of vulnerable and depris.",1
360,homeless,Call to restore hope for the homeless by investigation,1
2154,in-need,""""" ""The commitment of Christians in this area is as urgent today as in the past. It is enough to look at the last century, we remember the wonderful figure of Saint-Frena Cabrini, who has devoted his life to his migrant companions in the United States of America. Today too, we need a similar witness so that mercy can achieve many in need. Individuals, we are called to welcome the brothers and sisters who flee war, famine, violence and inhuman living conditions.",1
8340,refugee,"Sr Luise earned the trust of development partners and the result of her work can be seen in the number of quality institutions she founded for the aged , orphans , the homeless and refugees , including Emmanuel Centre and St. Monica 's Orphanage in Kiambu County .",1
4359,refugee,""""""" She was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in Jamaica , """" Cochetel said .""",1
7691,homeless,"Who cares if he gives a lot of charitable organizations to homeless children each year? If he does not give it for the good of Allah, it does not count!",1
7888,homeless,Kate also worked to help the Liverpool homeless community by distributing gift boxes to women who sleep hard.,1
7874,in-need,Hope Reins Peer has saved horses with children in need <h> the denominational organization offers equine advisers to children who have faced abuses and negligence,1
8492,homeless,"For the willing and able men and women roaming on our streets in dire need of employment , for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to poor healthcare delivery , for the thousand more who go hungry and homeless on our streets , for all the lost dreams , and for the lives lost , this is our plea .",1
9624,disabled,"The PCD law provides that a substitute decision maker is appointed in your name if you do not have it before. Do you want this decision to be put in the hands of a spouse, a child or even a parent, in the case of a disabled child, who may not see the value of a world of imperfection? Someone who is distant or who does not know your wishes? Anyone act because he considers you a burden for them or society?",1
2874,hopeless,"The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection . TLF seeks to restore hope to the hopeless , give home to the homeless , comfort to the afflicted and support to the destitute and needy children through its missions .",1
9256,homeless,I rather make a gift to the less privileged in the church or to the homeless than to pour a cup of water into the sea of ​​Nigeria of wealth so that thieves can grasp my little contribution.,1
2053,homeless,"""The telephone booth and the actor of the minority report are an Irish-free Irish street league patron-in his own words"" ""They offer those who live without a roof above their heads, or a hot bed to sleep, to feel as if they are part of a community, which they"" are included and reinforced in their lives "".",1
9598,poor-families,"""A Catholic mother convinced her family to have a different Christmas . They saved money for a month and decided not to have gifts in order to help two poor families , one Catholic and one Buddhist . """" What I want is for my children to learn the true meaning of Christmas , """" she said .""",1
8420,homeless,"He would have found the joy of spending time with the homeless children of Manila. Children, omnipresent in the city, while they were leaving alms, unfortunately may have missed the only chance of their lives to receive papal blessings. Social protection staff stimulated them, given the five-day papal visit for a while to present accommodation to the homeless with doors and sanitation facilities.",1
3206,in-need,"Not everyone would want to spend their special day extending help to the people who are less fortunate , and Soberano is an exception . Back in 2015 , the 19-year old actress chose to celebrate her 18th birthday early , giving back all the blessings she received for the year . If reaching out to those in need is in her nature , then it would n't be so hard for Soberano to come up with an advocacy that she will bring to the Miss Universe . <h> 2 . When she attends Star Magic Ball",1
2405,in-need,We think it is charming that so many people have come forward to help a family clearly in need!,1
1009,vulnerable,"A vice-governor of the state of Zamfara in Nigerian, Malam Ibrahim Wakkala Muhammad, promised to sponsor the wedding ceremony of 100 vulnerable couples through the state.",1
6253,in-need,"This Christmas, the volunteers of the Baptiste d'Epuni church will offer Klosen bread to families in need.",1
846,homeless,"""He reveals that Coach 's Corner host Ron MacLean ca n't pass by a busker or homeless person without opening up his wallet , and that the Winnipeg Jets launched a lawsuit against him after he said the team 's new assistant coach Alpo Suhonen 's first name sounded like """" dog food . """"""",1
7095,homeless,The commercial model of two Messiah College graduates which give profits from their new clothing company to help people on the street.,1
9772,in-need,"Last year , the Star of Yahweh Covenant Community ( SYCC ) did their charity work for underprivileged families and this year , on December 10 , once again they did the same act of kindness by inviting other church members to bring the joy of Christmas to these families . It was a lovely , communal way for them to gather and donate to people in need .",1
6179,disabled,"He could also have taken his condition to signify that he must be disabled to seek to live for others. He could have degenerated in itself as many do, wallowing in the muddy fields of self -observation and low self -esteem. Yusuf did not do it; Everything did not concern his immediate interests, but a social impact which even affected the lives of foreigners who knew nothing about him or who will never even know.",1
3355,hopeless,""""""" Every time you contribute to this Christmas Kettle drive , you are supporting a worthy cause . Every day they feed the poor , educate the ignorant , support the widows and orphans and minister to the sick , the helpless and the hopeless . Wo n't you join them with a willing heart and a generous hand ? """" Custos Corrodus appealed .""",1
7615,in-need,Feel Good Food: Delete to Feed gives 11 meals to people in need for each food photograph published on Instagram. (Getty / Instagram),1
492,immigrant,""""" ""It was the dream of a young immigrant who came to Australia with nothing other than the intention to really make a difference and I hope that work has had a real impact in the lives of many women."" """"",1
2960,women,"""He went on to urge women to learn from that and refrain from being """" all over """" the place .""",1
2194,poor-families,"Pepe divides opinion from football fans, but the defender of Portugal turned out to be a good Samaritan because he paid for nine tonnes of food to distribute to poor families in the district of Las Rozas in the Spanish capital.",1
5941,in-need,""""""" I would like to use this opportunity to call on the government , the warring parties and all actors to support humanitarians to provide the necessary access so we can continue to bring lifesaving services to those in need , """" he said .""",1
8118,in-need,"Liz Manne , longtime independent film marketing executive , has been appointed executive director of FilmAid International . FilmAid , founded by producer Caroline Baron during the Balkan crisis of 1999 , uses film to educate and bring hope to refugees and communities in need around the world .",1
9753,poor-families,"These are all examples near them, but they are not unique or in isolation. There are millions of maid who face the same test in the face of maids with whom I am personally in contact. These women are victims of their situation. Born in poor families, they are condemned to bring the inheritance of their poverty to the end of their posterity.",1
10391,refugee,Their men were gathered in Nazi concentration camps of the Second World War and hungry and tortured to death and their dignity and their self -respect was withdrawn. They were transformed into an internal displaced people and their land was transformed into a sea of ​​desperate and suffering refugees.,1
